MODELYEAR,MAKE,MODEL,ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,CO2EMISSIONS
2014,RAM,1500 4X4 (MDS),5.7,8,17.6,354
2014,RAM,1500 4X4 (MDS),5.7,8,16.3,324
2014,RAM,1500 4X4 DIESEL,3,6,12.1,286
2014,RAM,1500 4X4 FFV,3.6,6,14.6,290
2014,RAM,1500 4X4 FFV,3.6,6,20.5,285
2014,RAM,1500 DIESEL,3,6,11.6,275
2014,RAM,1500 FFV,3.6,6,13.9,274
2014,RAM,1500 FFV,3.6,6,19.4,269
2014,RAM,1500 HFE,3.6,6,12.9,260
2014,RAM,CARGO VAN FFV,3.6,6,13.3,262
2014,RAM,CARGO VAN FFV,3.6,6,18.6,254
2014,ROLLS-ROYCE,GHOST,6.6,12,19.1,368
2014,ROLLS-ROYCE,GHOST EWB,6.6,12,19.1,368
2014,ROLLS-ROYCE,PHANTOM,6.7,12,20.7,393
2014,ROLLS-ROYCE,PHANTOM COUPE,6.7,12,20.7,393
2014,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,20.7,393
2014,ROLLS-ROYCE,PHANTOM EWB,6.7,12,20.7,393
2014,ROLLS-ROYCE,WRAITH,6.6,12,18.7,359
2014,SCION,FR-S,2,4,9.6,193
2014,SCION,FR-S,2,4,10.9,218
2014,SCION,iQ,1.3,4,6.6,143
2014,SCION,tC,2.5,4,10.2,207
2014,SCION,tC,2.5,4,10.2,207
2014,SCION,xB,2.4,4,10.9,228
2014,SCION,xB,2.4,4,10.9,228
2014,SCION,xD,1.8,4,8.8,184
2014,SCION,xD,1.8,4,8.6,182
2014,SMART,FORTWO CABRIOLET,1,3,6.9,147
2014,SMART,FORTWO COUPE,1,3,6.9,147
2014,SRT,VIPER COUPE,8.4,10,20,389
2014,SRT,VIPER GTS COUPE,8.4,10,20,389
2014,SUBARU,BRZ,2,4,9.6,196
2014,SUBARU,BRZ,2,4,11,221
2014,SUBARU,FORESTER AWD,2,4,10.2,218
2014,SUBARU,FORESTER AWD,2.5,4,9.6,198
2014,SUBARU,FORESTER AWD,2.5,4,10.9,223
2014,SUBARU,IMPREZA AWD,2,4,8.7,179
2014,SUBARU,IMPREZA AWD,2,4,9.6,196
2014,SUBARU,IMPREZA AWD,2.5,4,12.6,258
2014,SUBARU,IMPREZA AWD,2.5,4,14.2,288
2014,SUBARU,IMPREZA WAGON AWD,2,4,8.7,179
2014,SUBARU,IMPREZA WAGON AWD,2,4,9.6,196
2014,SUBARU,IMPREZA WAGON AWD,2.5,4,12.6,258
2014,SUBARU,IMPREZA WAGON AWD,2.5,4,14.2,288
2014,SUBARU,LEGACY AWD,2.5,4,9.7,198
2014,SUBARU,LEGACY AWD,2.5,4,11.3,228
2014,SUBARU,LEGACY AWD,3.6,6,13.3,267
2014,SUBARU,OUTBACK AWD,2.5,4,9.9,207
2014,SUBARU,OUTBACK AWD,2.5,4,10.8,225
2014,SUBARU,OUTBACK AWD,3.6,6,13.4,269
2014,SUBARU,TRIBECA AWD,3.6,6,14.7,301
2014,SUBARU,XV CROSSTREK AWD,2,4,9.5,196
2014,SUBARU,XV CROSSTREK AWD,2,4,10.2,212
2014,SUBARU,XV CROSSTREK HYBRID AWD,2,4,8.1,177
2014,TOYOTA,4RUNNER (Part-Time 4WD),4,6,14.3,297
2014,TOYOTA,4RUNNER 4WD,4,6,14.3,297
2014,TOYOTA,AVALON,3.5,6,11.3,221
2014,TOYOTA,CAMRY,2.5,4,9.5,189
2014,TOYOTA,CAMRY,3.5,6,11.1,221
2014,TOYOTA,CAMRY HYBRID LE,2.5,4,5.5,131
2014,TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,5.8,138
2014,TOYOTA,COROLLA,1.8,4,8.6,177
2014,TOYOTA,COROLLA,1.8,4,8.1,168
2014,TOYOTA,COROLLA,1.8,4,8,163
2014,TOYOTA,COROLLA,1.8,4,8.3,170
2014,TOYOTA,COROLLA LE ECO (1-mode),1.8,4,7.7,156
2014,TOYOTA,COROLLA LE ECO (2-mode),1.8,4,7.8,159
2014,TOYOTA,COROLLA MATRIX,1.8,4,9.4,196
2014,TOYOTA,COROLLA MATRIX,1.8,4,8.9,189
2014,TOYOTA,FJ CRUISER 4WD,4,6,14.3,297
2014,TOYOTA,FJ CRUISER 4WD,4,6,15.4,320
2014,TOYOTA,HIGHLANDER,2.7,4,11.7,237
2014,TOYOTA,HIGHLANDER,3.5,6,12.6,258
2014,TOYOTA,HIGHLANDER AWD,3.5,6,13,264
2014,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,8,191
2014,TOYOTA,HIGHLANDER HYBRID AWD LE,3.5,6,7.9,189
2014,TOYOTA,PRIUS,1.8,4,4.7,110
2014,TOYOTA,PRIUS c,1.5,4,4.6,108
2014,TOYOTA,PRIUS v,1.8,4,5.3,126
2014,TOYOTA,RAV4,2.5,4,10,205
2014,TOYOTA,RAV4 AWD,2.5,4,10.4,216
2014,TOYOTA,RAV4 LIMITED AWD,2.5,4,10.6,218
2014,TOYOTA,SEQUOIA 4WD,5.7,8,19,384
2014,TOYOTA,SIENNA,3.5,6,12.9,260
2014,TOYOTA,SIENNA AWD,3.5,6,14.2,285
2014,TOYOTA,TACOMA,2.7,4,12.2,251
2014,TOYOTA,TACOMA,2.7,4,11.3,235
2014,TOYOTA,TACOMA,4,6,14.5,301
2014,TOYOTA,TACOMA 4WD,2.7,4,13.1,274
2014,TOYOTA,TACOMA 4WD,2.7,4,12.8,271
2014,TOYOTA,TACOMA 4WD,4,6,14.7,306
2014,TOYOTA,TACOMA 4WD,4,6,15.3,322
2014,TOYOTA,TUNDRA,4,6,14.8,310
2014,TOYOTA,TUNDRA,4.6,8,15.9,329
2014,TOYOTA,TUNDRA,5.7,8,17.6,356
2014,TOYOTA,TUNDRA 4WD,4.6,8,16.9,347
2014,TOYOTA,TUNDRA 4WD,5.7,8,18.1,373
2014,TOYOTA,VENZA,2.7,4,11.4,230
2014,TOYOTA,VENZA,3.5,6,12.6,253
2014,TOYOTA,VENZA 4WD,2.7,4,11.6,235
2014,TOYOTA,VENZA 4WD,3.5,6,12.9,260
2014,TOYOTA,YARIS,1.5,4,7.9,168
2014,TOYOTA,YARIS,1.5,4,7.8,163
2014,VOLKSWAGEN,BEETLE,1.8,4,9.5,196
2014,VOLKSWAGEN,BEETLE,1.8,4,9.9,200
2014,VOLKSWAGEN,BEETLE,2,4,10.3,209
2014,VOLKSWAGEN,BEETLE,2,4,10.8,216
2014,VOLKSWAGEN,BEETLE,2.5,5,10.9,225
2014,VOLKSWAGEN,BEETLE,2.5,5,11.2,221
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,1.8,4,9.8,200
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,2,4,10.3,214
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,2,4,10.8,216
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,2.5,5,11.2,232
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,2,4,8.2,197
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,2,4,8.5,197
2014,VOLKSWAGEN,CC,2,4,11.1,223
2014,VOLKSWAGEN,CC,2,4,11.6,225
2014,VOLKSWAGEN,CC 4MOTION,3.6,6,14.3,283
2014,VOLKSWAGEN,EOS,2,4,10.9,221
2014,VOLKSWAGEN,GOLF WAGON,2.5,5,11,218
2014,VOLKSWAGEN,GOLF WAGON,2.5,5,11.2,216
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,2,4,8.2,194
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,2,4,7.9,186
2014,VOLKSWAGEN,JETTA,1.8,4,9.5,189
2014,VOLKSWAGEN,JETTA,1.8,4,9.4,189
2014,VOLKSWAGEN,JETTA,2,4,10.6,216
2014,VOLKSWAGEN,JETTA,2,4,10.4,207
2014,VOLKSWAGEN,JETTA GLI,2,4,10.2,207
2014,VOLKSWAGEN,JETTA GLI,2,4,10.6,212
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,2,4,7.9,186
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,2,4,7.9,186
2014,VOLKSWAGEN,JETTA TURBO HYBRID,1.4,4,5.6,124
2014,VOLKSWAGEN,PASSAT,1.8,4,9.9,198
2014,VOLKSWAGEN,PASSAT,1.8,4,10,198
2014,VOLKSWAGEN,PASSAT,2.5,5,11,223
2014,VOLKSWAGEN,PASSAT,2.5,5,11.4,225
2014,VOLKSWAGEN,PASSAT,3.6,6,12.4,248
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,2,4,8.1,192
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,2,4,8,184
2014,VOLKSWAGEN,ROUTAN,3.6,6,14.2,278
2014,VOLKSWAGEN,TIGUAN,2,4,11.7,246
2014,VOLKSWAGEN,TIGUAN,2,4,13.6,267
2014,VOLKSWAGEN,TIGUAN 4MOTION,2,4,11.7,246
2014,VOLKSWAGEN,TOUAREG,3.6,6,13.8,281
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,3,6,12.3,281
2014,VOLVO,S60,2.5,5,11.3,223
2014,VOLVO,S60 AWD,2.5,5,11.6,232
2014,VOLVO,S60 AWD,3,6,13.2,264
2014,VOLVO,S80,3.2,6,11.9,235
2014,VOLVO,S80 AWD,3,6,13.2,264
2014,VOLVO,XC60,3.2,6,13,258
2014,VOLVO,XC60 AWD,3,6,13.4,271
2014,VOLVO,XC60 AWD,3.2,6,13.2,264
2014,VOLVO,XC70 AWD,3,6,13.4,271
2014,VOLVO,XC70 AWD,3.2,6,12.9,260
2014,VOLVO,XC90 AWD,3.2,6,14.9,294
